master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,contact_time_minutes,depth_meters,temperature_celsius,moisture_content_percent,coagulant,material,pH,ammonia_concentration_mmol_per_liter,total_solids_mg_per_liter,imputed_values
tk750,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.79,NA,25,NA,NA,manure,9.5,268,60,
tk751,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.67,NA,25,NA,NA,manure,9.5,268,60,
tk752,FCoV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.63,NA,25,NA,NA,manure,9.5,268,60,
tk753,HPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,25,NA,NA,manure,9.7,363,60,
tk754,LPAIV,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.79,NA,25,NA,NA,manure,9.7,363,60,
tk755,BPIV-3,virus,indicator,Emmoth et al. (2011),NA,2011,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.67,NA,25,NA,NA,manure,9.7,363,60,
tk362,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.03,NA,32,NA,NA,Fecal sludge,11.2,915,1,
tk363,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.3,NA,32,NA,NA,Fecal sludge,9,50,1,
tk364,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,16,NA,32,NA,NA,Fecal sludge,8.6,13,1,
tk365,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,NA,28,NA,NA,Fecal sludge,9.3,196,1,
tk366,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,28,NA,NA,Fecal sludge,9.2,92,1,
tk367,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.6,NA,28,NA,NA,Fecal sludge,8.6,39,1,
tk368,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57,NA,28,NA,NA,Fecal sludge,11.3,12,1,
tk369,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,NA,23,NA,NA,Fecal sludge,9.3,1205,1,
tk370,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,NA,23,NA,NA,Fecal sludge,10.7,171,1,
tk371,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,NA,17,NA,NA,Fecal sludge,10.6,355,1,
tk372,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,NA,17,NA,NA,Fecal sludge,9.3,225,1,
tk373,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,NA,17,NA,NA,Fecal sludge,9.2,149,1,
tk374,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,17,NA,NA,Fecal sludge,11.3,62,1,
tk375,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.3,NA,10,NA,NA,Fecal sludge,11,1107,1,
tk376,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.6,NA,10,NA,NA,Fecal sludge,9.3,570,1,
tk377,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,10,NA,NA,Fecal sludge,11.3,94,1,
tk378,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.3,NA,4,NA,NA,Fecal sludge,11,1067,1,
tk379,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,4,NA,NA,Fecal sludge,11,620,1,
tk380,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,4,NA,NA,Fecal sludge,9.4,71,1,
tk388,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12,NA,14,NA,NA,Fecal sludge,NA,33,17,
tk389,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10,NA,14,NA,NA,Fecal sludge,NA,103,17,
tk390,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.7,NA,14,NA,NA,Fecal sludge,NA,235,17,
tk391,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.6,NA,24,NA,NA,Fecal sludge,NA,36,17,
tk392,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,24,NA,NA,Fecal sludge,NA,177,17,
tk393,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,24,NA,NA,Fecal sludge,NA,374,17,
tk394,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.2,NA,34,NA,NA,Fecal sludge,NA,62,17,
tk395,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,34,NA,NA,Fecal sludge,NA,106,17,
tk396,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,34,NA,NA,Fecal sludge,NA,262,17,
tk397,Salmonella,bacteria,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,NA,34,NA,NA,Fecal sludge,NA,339,17,
tk226,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,32,NA,NA,Fecal sludge,11.2,NA,1,
tk227,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,32,NA,NA,Fecal sludge,9,NA,1,
tk228,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,28,NA,NA,Fecal sludge,9.3,NA,1,
tk229,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,28,NA,NA,Fecal sludge,9.2,NA,1,
tk230,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,28,NA,NA,Fecal sludge,9,NA,1,
tk231,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,23,NA,NA,Fecal sludge,11.3,NA,1,
tk232,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,23,NA,NA,Fecal sludge,9.3,NA,1,
tk233,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17,NA,NA,Fecal sludge,10.7,NA,NA,
tk234,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17,NA,NA,Fecal sludge,10.6,NA,NA,
tk235,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17,NA,NA,Fecal sludge,9.3,NA,NA,
tk236,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17,NA,NA,Fecal sludge,9.2,NA,NA,
tk237,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,NA,NA,Fecal sludge,11.3,NA,NA,
tk238,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,NA,NA,Fecal sludge,11,NA,NA,
tk239,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,Fecal sludge,11.3,NA,NA,
tk240,Ascaris suum eggs,helminth,pathogen,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,Fecal sludge,11,NA,NA,
tk263,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2016),NA,2016,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12,NA,14,NA,NA,Fecal sludge,NA,121,4.9,
tk264,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,20,NA,14,NA,NA,Fecal sludge,NA,61,1.3,
tk265,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.4,NA,14,NA,NA,Fecal sludge,NA,89,0.9,
tk266,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,17.6,NA,14,NA,NA,Fecal sludge,NA,58,1.1,
tk267,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13.6,NA,14,NA,NA,Fecal sludge,NA,92,0.8,
tk268,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8.3,NA,14,NA,NA,Fecal sludge,NA,98,0.7,
tk269,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,22,NA,14,NA,NA,Fecal sludge,NA,19,0.5,
tk270,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,20.9,NA,14,NA,NA,Fecal sludge,NA,40,0.4,
tk302,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.4,NA,26,NA,NA,Fecal sludge,NA,225,4.9,
tk303,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10.4,NA,26,NA,NA,Fecal sludge,NA,111,1.3,
tk304,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,26,NA,NA,Fecal sludge,NA,165,0.9,
tk305,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10.6,NA,26,NA,NA,Fecal sludge,NA,107,1.1,
tk306,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9.4,NA,26,NA,NA,Fecal sludge,NA,165,0.8,
tk307,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.3,NA,26,NA,NA,Fecal sludge,NA,175,0.7,
tk308,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,14,NA,26,NA,NA,Fecal sludge,NA,36,0.5,
tk309,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13,NA,26,NA,NA,Fecal sludge,NA,72,0.4,
tk310,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.6,NA,28,NA,NA,Fecal sludge,NA,243,4.9,
tk311,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7.4,NA,28,NA,NA,Fecal sludge,NA,120,1.3,
tk312,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.9,NA,28,NA,NA,Fecal sludge,NA,178,0.9,
tk313,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,28,NA,NA,Fecal sludge,NA,115,1.1,
tk314,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8.8,NA,28,NA,NA,Fecal sludge,NA,177,0.8,
tk315,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4.8,NA,28,NA,NA,Fecal sludge,NA,188,0.7,
tk316,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.6,NA,28,NA,NA,Fecal sludge,NA,39,0.5,
tk317,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8.6,NA,28,NA,NA,Fecal sludge,NA,77,0.4,
tk429,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,14,NA,NA,Fecal sludge,9,193,4.9,
tk430,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,NA,28,NA,NA,Fecal sludge,9,372,4.9,
tk431,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.8,NA,14,NA,NA,Fecal sludge,9,75,1.3,
tk432,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,28,NA,NA,Fecal sludge,9,152,1.3,
tk433,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.3,NA,14,NA,NA,Fecal sludge,9,93,0.9,
tk434,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.3,NA,28,NA,NA,Fecal sludge,9,193,0.9,
tk435,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.1,NA,14,NA,NA,Fecal sludge,8.9,80,1.1,
tk436,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.3,NA,28,NA,NA,Fecal sludge,8.9,156,1.1,
tk437,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,NA,14,NA,NA,Fecal sludge,9,85,0.8,
tk438,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.3,NA,28,NA,NA,Fecal sludge,9,176,0.8,
tk439,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4,NA,14,NA,NA,Fecal sludge,9.1,119,0.7,
tk440,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,NA,28,NA,NA,Fecal sludge,9.1,227,0.7,
tk331,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,35.2,NA,4,NA,NA,Sewage sludge,8.2,5,28,
tk332,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,36.5,NA,10,NA,NA,Sewage sludge,8.2,8,28,
tk333,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,18.8,NA,22,NA,NA,Sewage sludge,8.2,19,28,
tk334,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,28,NA,4,NA,NA,Sewage sludge,8.5,18,28,
tk335,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40.5,NA,10,NA,NA,Sewage sludge,8.5,28,28,
tk336,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,34.6,NA,4,NA,NA,Sewage sludge,8.6,32,28,
tk337,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,41.2,NA,10,NA,NA,Sewage sludge,8.6,49,28,
tk338,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,23.4,NA,4,NA,NA,Sewage sludge,9,49,28,
tk339,Enterococcus Spp,bacteria,indicator,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,17.7,NA,10,NA,NA,Sewage sludge,9,75,28,
tk449,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,37.4,NA,4,NA,NA,Sewage sludge,8.2,5,28,
tk450,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,20.9,NA,10,NA,NA,Sewage sludge,8.2,8,28,
tk451,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3.1,NA,22,NA,NA,Sewage sludge,8.2,19,28,
tk452,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12.6,NA,4,NA,NA,Sewage sludge,8.5,18,28,
tk453,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.8,NA,10,NA,NA,Sewage sludge,8.5,28,28,
tk454,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.2,NA,4,NA,NA,Sewage sludge,8.6,32,28,
tk455,Salmonella,bacteria,pathogen,Fidjeland et al. (2013),NA,2013,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.2,NA,10,NA,NA,Sewage sludge,8.6,49,28,
tk180,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,40,NA,22,NA,NA,buffer,12.5,158.71324,0,
tk196,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,90,NA,22,NA,NA,Sewage sludge,9.8,117.7976857,10,
tk197,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21,NA,22,NA,NA,buffer,12.7,238.1308855,0,
tk198,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,NA,22,NA,NA,Sewage sludge,10,195.3155128,10,
tk199,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,NA,22,NA,NA,Sewage sludge,10,260.4206837,10,
tk200,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21,NA,22,NA,NA,buffer,12.7,238.1308855,0,
tk201,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,40,NA,22,NA,NA,Sewage sludge,10.5,371.2600544,10,
tk202,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,21,NA,22,NA,NA,Sewage sludge,10.5,594.016087,10,
tk207,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,21,NA,22,NA,NA,buffer,12.7,317.5078473,0,
tk208,Ascaris suum eggs,helminth,pathogen,Ghiglietti et al. (1997),NA,1997,NA,NA,NA,Ammonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,21,NA,22,NA,NA,buffer,12.8,396.9205865,0,
